,ID,AUTHOR,URL,DATE,LIKES,SHARES,COMMENTS,CONTENT,SERVICE,SENTIMENT,ENGAGEMENT
10,835318361957598,http://www.facebook.com/126023467444040,http://www.facebook.com/126023467444040_835318361957598,06/03/2420 19:04,22.0,1.0,25.0,Uma publicação de página de fãs da diva pop que afirma que Madonna fará show de graça no Rio de Janeiro no dia 4 de maio gerou comoção nas redes. #NoArNACBN #Madonna,facebook,POSITIVE,0.0
11,927377012369422,http://www.facebook.com/146886662023714,http://www.facebook.com/146886662023714_927377012369422,06/03/2420 18:05,36.0,2.0,1.0,A internet não perdoa 😂,facebook,POSITIVE,0.0
12,810764907759662,http://www.facebook.com/131180673952,http://www.facebook.com/131180673952_810764907759662,06/03/2420 23:00,22.0,2.0,4.0,"Madonna atualmente está em turnê mundial com a ""The Celebration Tour"", que comemora seus 40 anos de carreira",facebook,POSITIVE,0.0
13,803904928429563,http://www.facebook.com/1021620757959499,http://www.facebook.com/1021620757959499_803904928429563,06/03/2420 17:00,22.0,1.0,5.0,"A página ""Madonna Online"" teria indicado que em breve fará um anúncio oficial sobre o evento, que contará com o patrocínio de um importante banco brasileiro",facebook,POSITIVE,0.0
14,814055987427018,http://www.facebook.com/297674750278959,http://www.facebook.com/297674750278959_814055987427018,06/03/2420 14:50,18.0,0.0,12.0,"A cantora já tem um tempo que não se apresenta em solo brasileiro
",facebook,NEGATIVE,0.0
15,857773149727311,http://www.facebook.com/231252836896364,http://www.facebook.com/231252836896364_857773149727311,06/03/2420 14:31,19.0,1.0,4.0,"Já pensou em ir no show da Rainha do Pop de graça?! 😱✨ Esse sonho pode se tornar realidade para os fãs brasileiros, de acordo com rumores na internet. O show deve acontecer dia 4 de maio na praia de Copacabana e o anúncio oficial a qualquer momento, Será que vem aí?! 

#redeatlantida #atlnews #madonna #copabana #musica #show",facebook,POSITIVE,0.025
16,723984776606058,http://www.facebook.com/125690960872109,http://www.facebook.com/125690960872109_723984776606058,06/03/2420 15:17,27.0,1.0,0.0,"A última vez que Madonna pisou no Brasil para uma série de shows foi há mais de dez anos, no longínquo 2012. Naquele ano, a artista apresentou a 'MDNA Tour' no Rio de Janeiro, São Paulo e em Porto Alegre. Depois disso a cantora ainda produziu a Rebel Heart Tour e Madame X Tour, mas nenhuma contou com apresentações em solo brasileiro. Acontece que, desde a última terça-feira (5), começaram rumores de que a loira vai passar por aqui de uma forma inusitada: um show gratuito em Copacabana, no Rio de Janeiro.

Tudo começou com a página ""Madonna Online"", que publicou que a material girl fará o tal show no próximo dia 4 de maio, com o anúncio oficial podendo sair a qualquer momento. A performance da ""Celebration Tour"", tem dupla função: fechar as comemorações pelos 40 anos de estrada da Rainha do Pop - o primeiro álbum dela saiu lá em 1983 - e celebrar os 100 anos do Banco Itaú, que contou com a presença da artista em sua mais recente campanha publicitária.

O boato de um possível show da intérprete de 'Hung Up' no Brasil tem gerado comoção - e memes- na web. Já o rumor de que a apresentação será gratuita gerou foi preocupação entre os fãs. ""Pensando em como vou sair vivo de um show de graça no Rio de Janeiro"", publicou um perfil no Twitter. ""Pensei que ia pagar o show da Madonna com quinze salários, mas pelo visto vou pagar com a vida"", escreveu outro internauta. ""Vou só com a roupa do corpo e ainda assim to com medo de voltar sem nada"", brincou outro.

Cantora é processada após atrasar show

Em janeiro deste ano, dois fãs de Madonna decidiram processar a cantora alegando que ela atrasou em duas horas o início de um show da Celebration Tour. Eles disseram que o atraso gerou transtornos, uma vez que precisavam acordar cedo no dia seguinte. De acordo com o jornal The Guardian, o show aconteceu em Nova York e começaria às 20h30.

No entanto, a rainha do pop subiu ao palco depois das 22h30. Os fãs saíram da apresentação por volta de uma da manhã, horário em que encontraram pouca oferta de transporte público e aumento nos valores cobrados por taxistas e motoristas de aplicativo.

Por @fabriciwo - Foto: Divulgação",facebook,POSITIVE,0.0
17,816461490508639,http://www.facebook.com/123014924007,http://www.facebook.com/123014924007_816461490508639,07/03/2420 00:18,13.0,2.0,5.0,Madonna deve fazer em maio show gratuito na praia de Copacabana,facebook,POSITIVE,0.0
18,910297064413273,http://www.facebook.com/219679725755,http://www.facebook.com/219679725755_910297064413273,06/03/2420 18:30,10.0,2.0,3.0,"Já pensou em ir no show da Rainha do Pop no Brasil? 👀❤ O perfil “Madonna Online” revelou que a cantora fará uma apresentação na Praia de Copacabana, no Rio de Janeiro, em 4 de maio deste ano. 

#102ponto3 #news #madonna #noticia #cobacabana",facebook,POSITIVE,0.195
19,802339111933991,http://www.facebook.com/350324945172264,http://www.facebook.com/350324945172264_802339111933991,06/03/2420 17:39,6.0,2.0,2.0,"Apesar da grande expectativa entre os fãs da cantora nas redes sociais, o município afirma que ainda não houve nenhum contato oficial por parte da equipe da artista #BandJornalismo",facebook,POSITIVE,0.0
20,456536993372676,http://www.facebook.com/204144823014180,http://www.facebook.com/204144823014180_456536993372676,06/03/2420 16:00,8.0,0.0,3.0,"A cantora já tem um tempo que não se apresenta em solo brasileiro
",facebook,NEGATIVE,0.0
21,805092988318745,http://www.facebook.com/191032704071,http://www.facebook.com/191032704071_805092988318745,06/03/2420 18:48,5.0,1.0,6.0,Rumor mobilizou a internet nesta terça (5). Prefeitura do Rio fará reunião para debater a repercussão da vinda da cantora,facebook,POSITIVE,0.0
22,815949600576253,http://www.facebook.com/107678442653060,http://www.facebook.com/107678442653060_815949600576253,06/03/2420 04:20,5.0,0.0,4.0,"Web reage ao show gratuito de Madonna na Praia de Copacabana, no Rio de Janeiro

#oliberal #amazoniajornal",facebook,POSITIVE,0.0
23,816488627184509,http://www.facebook.com/203797129634123,http://www.facebook.com/203797129634123_816488627184509,06/03/2420 22:45,3.0,1.0,0.0,"O que se sabe do suposto show?

Um boato incendiou as redes sociais na manhã desta quinta-feira, 6: supostamente, Madonna estaria voltando ao Brasil após 12 anos para realizar um show gratuito em Copacabana, no Rio de Janeiro. A notícia causou grande comoção entre os fãs da cantora.

O último espetáculo da diva em solo brasileiro ocorreu em 2012, durante a aclamada The MDNA Tour. Antes disso, ela encantou o público brasileiro com suas performances na turnê The Girlie Show, em 1993, e na Sticky & Sweet Tour, em 2008.

Apesar da ausência de uma confirmação oficial sobre o evento, os rumores sugerem que Madonna realizará um espetáculo gratuito que marcará o fim da ""The Celebration Tour"", previsto para o dia 4 de maio. Há especulações de que este evento será patrocinado pelo Itaú, banco brasileiro que tem a artista como sua garota-propaganda.

📲 Confira a noticia completa no #PortalATARDE
🔗 Link na bio ou nos stories

📷 Reprodução 

#Madonna #Show #GrupoATARDE #ATARDE",facebook,POSITIVE,0.0
24,857864446384848,http://www.facebook.com/231252836896364,http://www.facebook.com/231252836896364_857864446384848,06/03/2420 17:24,2.0,0.0,0.0,"Embora ainda nada esteja confirmado, os fãs ficaram animados com o rumor de Madonna fazer um show gratuito no Rio de Janeiro em maio deste ano. Para celebrar, escolheram um jeitinho típico brasileiro: lotar a web de memes! Vem conferir os melhores no site da Atlântida:

",facebook,POSITIVE,0.002
25,950827373057922,http://www.facebook.com/273254039434165,http://www.facebook.com/273254039434165_950827373057922,06/03/2420 19:58,1.0,0.0,0.0,"Madonna fará show gratuito em Copacabana dia 4 de maio, diz perfil dedicado à cantora!",facebook,POSITIVE,0.0
26,816443337189038,http://www.facebook.com/203797129634123,http://www.facebook.com/203797129634123_816443337189038,06/03/2420 20:05,0.0,0.0,0.0,"Um boato incendiou as redes sociais na manhã desta quinta-feira, 6: supostamente, Madonna estaria voltando ao Brasil após 12 anos para realizar um show gratuito em Copacabana, no Rio de Janeiro. A notícia causou grande comoção entre os fãs da cantora.

O último espetáculo da diva em solo brasileiro ocorreu em 2012, durante a aclamada The MDNA Tour. Antes disso, ela encantou o público brasileiro com suas performances na turnê The Girlie Show, em 1993, e na Sticky & Sweet Tour, em 2008.

Apesar da ausência de uma confirmação oficial sobre o evento, os rumores sugerem que Madonna realizará um espetáculo gratuito que marcará o fim da ""The Celebration Tour"", previsto para o dia 4 de maio. Há especulações de que este evento será patrocinado pelo Itaú, banco brasileiro que tem a artista como sua garota-propaganda.

Também há boatos de que toda a equipe da cantora ficará hospedada no icônico Copacabana Palace. Como resultado, as datas de 1º a 6 de maio já estariam reservadas, tornando o hotel exclusivo para a estrela do pop e sua equipe de produção.

📲 Confira a noticia completa no #PortalATARDE
🔗 Link na bio ou nos stories

📷 Reprodução | Instagram

#Madonna #GrupoATARDE #ATARDE",facebook,POSITIVE,0.0
27,796552422501244,http://www.facebook.com/436298566450701,http://www.facebook.com/436298566450701_796552422501244,06/03/2420 18:50,0.0,0.0,0.0,"Rumores de possível show gratuito da Madonna no Brasil vira meme entre o fãs.

O suposto show seria em Copacabana no Rio de Janeiro

#entretenimento #madonnaemcopacabana #showgratuitodamadonna",facebook,POSITIVE,0.0
28,800232365464644,http://www.facebook.com/279854054779,http://www.facebook.com/279854054779_800232365464644,07/03/2420 12:33,8.9k,668.0,925.0,"🎵Confirmado! Madonna vai se apresentar em maio na Praia de Copacabana no maior show de sua carreira🎵
Rainha do Pop trará seu mega espetáculo para a Cidade Maravilhosa daqui a menos de dois meses
",facebook,POSITIVE,0.0
29,800292592134232,http://www.facebook.com/115230991849922,http://www.facebook.com/115230991849922_800292592134232,07/03/2420 10:49,2.8k,352.0,624.0,ELA VEM SIM | Show de Madonna em Copacabana está confirmado e deve ser o maior de sua carreira http://dlvr.it/T3kqv8 .,facebook,POSITIVE,0.0
30,803690018451170,http://www.facebook.com/200292646669956,http://www.facebook.com/200292646669956_803690018451170,07/03/2420 19:11,2.1k,415.0,511.0,"Madonna vai cantar no Brasil. O show, da The Celebration Tour, que comemora os 40 anos da carreira da cantora, será na praia de Copacabana no Rio de Janeiro, em maio. Arthur Dapieve traz os detalhes.

➡ Assista na #GloboNews: http://glo.bo/35cgVIb #Estúdioi",facebook,POSITIVE,0.0
31,947305226752717,http://www.facebook.com/281023421978256,http://www.facebook.com/281023421978256_947305226752717,07/03/2420 19:07,2.7k,96.0,412.0,Setor registra alta de 30% na busca por reservas para o primeiro final de semana de maio,facebook,NEUTRAL,0.0
32,806089764882209,http://www.facebook.com/756656851037791,http://www.facebook.com/756656851037791_806089764882209,07/03/2420 14:59,785.0,135.0,246.0,"Confirmado: Madonna realizará um grandioso show no Brasil em 4 de maio, na Praia de Copacabana, com potencial para se tornar o maior de sua carreira, que já abrange quatro décadas. A icônica cantora desembarcará no Rio de Janeiro daqui a dois meses, a convite do Itaú Unibanco, com quem colaborou recentemente em uma campanha para celebrar os cem anos do banco.

Embora as negociações estejam concluídas, alguns detalhes, como a hospedagem (possivelmente no Copacabana Palace), ainda estão em discussão. O anúncio oficial do espetáculo será feito em breve, confirmando as especulações dos fãs desde novembro, quando Madonna sugeriu ao vivo que viria ao Brasil.

Este show será uma celebração pelos aniversários, tanto da carreira de Madonna quanto do Itaú. Apresentando ""The Celebration Tour"", a mesma turnê que a artista tem percorrido o mundo desde outubro, esta será sua 12ª turnê desde a ""The Virgin Tour"" em 1985.

Será a quarta vez que Madonna, agora com 65 anos, se apresentará ao público brasileiro. Sua estreia, em 1993, atraiu o segundo maior público de sua carreira, com 120 mil fãs lotando o Maracanã. As outras duas visitas em 2008 e 2012 não alcançaram a mesma demanda do primeiro show.

O recorde atual é de 130 mil espectadores em Paris, em 1987, mas em Copacabana, esse número pode ser facilmente superado, considerando o grande público presente no último Réveillon, que reuniu mais de 3 milhões de pessoas na praia. Madonna é conhecida por evitar grandes festivais, tornando suas apresentações raras e únicas.

Antes de chegar ao Brasil, Madonna terá passado por países da Europa, Estados Unidos e México. As negociações para trazê-la envolveram não apenas executivos do banco, mas também autoridades devido à magnitude do show",facebook,POSITIVE,0.0
33,1021563079527969,http://www.facebook.com/196008906145,http://www.facebook.com/196008906145_1021563079527969,07/03/2420 11:33,674.0,82.0,220.0,"🚨EMERGÊNCIA DO POP! 🚨Isso não é um treinamento! Segundo a coluna de Lauro Jardim, do @JornalOGlobo, o show de @Madonna em Copacabana está confirmado e deve ser o maior de sua carreira. OMG! A apresentação da lenda está marcada para 4 de maio - quando não é #Holiday, mas já deveria ser. De acordo com o colunista, as negociações estão fechadas, embora ainda existam alguns detalhes em discussão. O anúncio oficial deve acontecer em breve. Pode vir, RAINHA! 

Os fãs vêm especulando a confirmação da performance desde novembro passado, quando a artista sugeriu ao vivo que viria para cá. Antes do Brasil, Madonna terá passado com a sua #TheCelebrationTour por países da Europa, além de EUA e México. O recorde da queen, até agora, é de um show em Paris, em 1987, com 130 mil espectadores. Calling all the Material Girls para bater esse número, hein?! Nossa #LuckyStar vem com tudo! Quem vamos? (📸: Getty)",facebook,POSITIVE,0.0
34,805235544980097,http://www.facebook.com/188800678017,http://www.facebook.com/188800678017_805235544980097,07/03/2420 18:30,346.0,29.0,145.0,A artista virá ao Brasil a convite do Itaú! 😱,facebook,POSITIVE,0.0
35,447266790967684,http://www.facebook.com/103494018683362,http://www.facebook.com/103494018683362_447266790967684,08/03/2420 02:00,293.0,31.0,159.0,"Começou a contagem regressiva. Madonna chega ao Brasil no próximo dia 4 de maio para show especial e gratuito na praia de Copacabana, no Rio de Janeiro. A informação foi confirmada pelo Estúdio i, programa da GloboNews, nesta quinta (7).

Segundo o colunista do jornal O Globo, Lauro Jardim, o show tem potencial para se tornar o maior das quatro décadas de carreira que Madonna está comemorando.

Madonna vem ao Brasil a convite do Itaú Unibanco, para quem ela estrelou, recentemente, uma campanha pelos de cem anos da corporação.

📷 Reprodução

🖇️ Veja mais em dol.com.br

#dol",facebook,POSITIVE,0.0
36,916356473833015,http://www.facebook.com/344035868999271,http://www.facebook.com/344035868999271_916356473833015,07/03/2420 14:48,159.0,20.0,186.0,"Madonna fará show gratuito na Praia de Copacabana, no Rio de Janeiro (RJ), em 4 de maio. A informação é do colunista Lauro Jardim, do jornal O Globo. Antes, a notícia também foi divulgada pelo portal Madonna Online.

De acordo com os portais, a cantora irá desembarcar no Rio de Janeiro a convite do Itaú Unibanco. Recentemente, Madonna estrelou uma campanha publicitária para a empresa. O anúncio oficial deve ocorrer em breve.

Demais detalhes ainda estão sendo ajustados. Os fãs vinham especulando sobre o show desde novembro, quando a cantora falou sobre uma vinda ao Brasil em show. A previsão é de que Madonna fique hospedada no Copacabana Palace.

Desde o segundo semestre de 2023, Madonna tem realizado a ""Celebration Tour"", que celebra os seus 40 anos de carreira. O show no Brasil também seria uma comemoração dessa marca.

A turnê teve início no dia 14 de outubro, em Londres. Prestes a completar 65 anos de idade, a Rainha do Pop celebra 40 anos de carreira com seus principais hits e grandes apresentações em estádios ao redor do mundo.

Espera-se grandes sucessos de sua carreira, como ""Like a Virgin"", ""Like a Prayer"", ""Material Girl"", ""La isla Bonita"", ""Holiday"", entre outros.

Para mais informações acesse JC.COM.BR

(Imagens: AFP)

#ll #madonna #brasil",facebook,POSITIVE,0.0
37,974346500726957,http://www.facebook.com/1506458386343905,http://www.facebook.com/1506458386343905_974346500726957,07/03/2420 07:48,129.0,14.0,37.0,Show de Madonna em Copacabana está confirmado e deve ser o maior de sua carreira,facebook,POSITIVE,0.0
38,934901344957423,http://www.facebook.com/105863269445922,http://www.facebook.com/105863269445922_934901344957423,07/03/2420 14:22,82.0,2.0,26.0,"NINGUÉM AGUENTA MAIS! Será que vem? Conta logo, #Madonna!",facebook,NEUTRAL,0.0
39,795389325969059,http://www.facebook.com/159878894058449,http://www.facebook.com/159878894058449_795389325969059,07/03/2420 17:15,50.0,4.0,33.0,A Rainha do Pop volta ao Brasil em show inédito.,facebook,POSITIVE,0.0
40,797099079124285,http://www.facebook.com/279744252068590,http://www.facebook.com/279744252068590_797099079124285,07/03/2420 12:25,61.0,3.0,21.0,"SHOW HISTÓRICO 🎤 Madonna desembarca em maio no Brasil para show gratuito em Copacabana

Confira ⤵️
",facebook,POSITIVE,0.0
41,800395178790640,http://www.facebook.com/115230991849922,http://www.facebook.com/115230991849922_800395178790640,07/03/2420 14:22,48.0,1.0,16.0,Show de Madonna: Eduardo Paes é cobrado e reage nas redes por promessa feita em 2009 sobre apresentação no réveillon do Rio ,facebook,NEGATIVE,0.0
42,820187600145068,http://www.facebook.com/101083959932439,http://www.facebook.com/101083959932439_820187600145068,07/03/2420 14:31,59.0,3.0,5.0,Milhões de pessoas devem ser esperadas na praia de Copacabana.,facebook,POSITIVE,0.046
43,433578059335501,http://www.facebook.com/413236892771015,http://www.facebook.com/413236892771015_433578059335501,07/03/2420 21:32,28.0,6.0,27.0,Show não confirmado de Madonna leva fãs a comprar passagens para o Rio,facebook,POSITIVE,0.0
44,805683821592995,http://www.facebook.com/191032704071,http://www.facebook.com/191032704071_805683821592995,07/03/2420 17:28,30.0,7.0,24.0,Confirmação do show foi feita nesta quinta (7). Cantora poderá ficar hospedada no Copacabana Palace,facebook,NEUTRAL,0.0
45,801329578689290,http://www.facebook.com/504457422917072,http://www.facebook.com/504457422917072_801329578689290,07/03/2420 18:30,43.0,4.0,11.0,"INTERNACIONAL: Foi divulgado que Madonna, conhecida como a rainha do pop, irá trazer ao Brasil a turnê que celebra os 40 anos de sua carreira. A artista irá se apresentar na praia de Copacabana, no Rio de Janeiro, dia quatro de maio. Segundo o colunista, o show promete ser um dos maiores da carreira e ainda de forma gratuita.  As negociações para o show da cantora no Brasil estão em fase final, restando apenas o ponto de sua hospedagem.

#internacional #pop #cultura #música #madonna  #SãoPaulo #Brasil #guarulhos #linkdabio #notícias #jornal #jornalismo #GuarulhosHoje #AoVivoHoje",facebook,POSITIVE,0.0
46,710438931240289,http://www.facebook.com/1505574649732513,http://www.facebook.com/1505574649732513_710438931240289,07/03/2420 15:30,36.0,4.0,17.0,"Após especulações de fãs, o jornalista Lauro Jardim, do O Globo, afirmou que Madonna vem ao Brasil para um show gratuito no Rio de Janeiro

#Metrópoles #Notícia #Madonna",facebook,POSITIVE,0.0
47,927990182308105,http://www.facebook.com/146886662023714,http://www.facebook.com/146886662023714_927990182308105,07/03/2420 15:55,56.0,1.0,4.0,Saiba detalhes,facebook,NEUTRAL,0.0
48,910817751027871,http://www.facebook.com/219679725755,http://www.facebook.com/219679725755_910817751027871,07/03/2420 12:59,35.0,9.0,3.0,"MADONNA CONFIRMADA NO BRASIL! ❤️🤩 A cantora realizará show na praia de Copacabana em 4 de maio, de acordo com colunista do jornal O Globo o show promete ser o maior da carreira! Mais informações ainda não foram divulgadas. 

#102ponto3 #madonna #celebrationtour #copacabana",facebook,POSITIVE,0.612
49,926125955833738,http://www.facebook.com/137498089654997,http://www.facebook.com/137498089654997_926125955833738,08/03/2420 01:20,38.0,0.0,8.0,Ainda não há confirmação oficial sobre a presença da cantora no Brasil.,facebook,NEGATIVE,0.0
50,934858741628350,http://www.facebook.com/105863269445922,http://www.facebook.com/105863269445922_934858741628350,07/03/2420 12:58,19.0,3.0,10.0,Você estará lá vendo a rainha?,facebook,POSITIVE,0.0
51,832186592280476,http://www.facebook.com/115786371936,http://www.facebook.com/115786371936_832186592280476,07/03/2420 19:01,14.0,2.0,4.0,"[The piauí Herald] ""As pessoas falam que eu sou mais revolucionário que a Madonna, mas eu prefiro pensar em nós dois em termos de confluência"", disse Ferreira. ""Ela fez sucesso cantando Like a Virgin, e eu vou fazer sucesso comandando a Comissão de Educação, mesmo sendo virgem no assunto educação."" Esse não será o único sucesso da rainha do pop a ser entoado na Câmara.",facebook,POSITIVE,0.0
52,795548182619840,http://www.facebook.com/159878894058449,http://www.facebook.com/159878894058449_795548182619840,07/03/2420 23:19,32.0,1.0,0.0,"A rainha do pop deve fazer um show gratuito na Praia de Copacabana, no dia 4 de maio.",facebook,POSITIVE,0.0
53,795479175960074,http://www.facebook.com/159878894058449,http://www.facebook.com/159878894058449_795479175960074,07/03/2420 21:20,16.0,1.0,10.0,"Foi confirmado nesta quinta-feira (7/3), um show gratuito da rainha do pop, em maio, na praia de Copacabana no Rio de Janeiro. Com a The Celebration Tour', esta será a quarta vez de Madonna no Brasil",facebook,POSITIVE,0.0
54,795269062647752,http://www.facebook.com/159878894058449,http://www.facebook.com/159878894058449_795269062647752,07/03/2420 13:45,19.0,2.0,10.0,"O show no Brasil será no âmbito da turnê 'The Celebration Tour', pela qual Madonna está rodando o mundo desde outubro do ano passado.",facebook,NEUTRAL,0.0
55,829408602560238,http://www.facebook.com/193987433986347,http://www.facebook.com/193987433986347_829408602560238,07/03/2420 15:28,13.0,1.0,6.0,"Madonna está vindo para o Brasil! Segundo O Globo, a rainha do pop fará o maior show de sua carreira no dia 4 de maio, na Praia de Copacabana, no Rio de Janeiro.

O show acontece como parte da celebração de 100 anos de uma rede de bancos brasileira, junto a celebração de 40 anos de carreira da própria Madonna, que está na estrada com o a turnê ""Celebration Tour"".
 
Antes de chegar ao Rio, a cantora vai passar pela Europa, Estados Unidos e México. 
Mais detalhes devem ser oficializados nas próximas semanas. 

E ai, animados? 

#madonna #madonnabrasil #popmusic #ondevcestiver",facebook,POSITIVE,0.0
56,804495555037167,http://www.facebook.com/1021620757959499,http://www.facebook.com/1021620757959499_804495555037167,07/03/2420 18:01,15.0,0.0,3.0,Madonna no Brasil? possível show gratuito em Copacabana causa euforia nas redes sociais,facebook,POSITIVE,0.0
57,395061823168504,http://www.facebook.com/577350839272436,http://www.facebook.com/577350839272436_395061823168504,07/03/2420 21:18,16.0,2.0,4.0,Cantora fará apresentação de graça em Copacabana #Enfoco,facebook,POSITIVE,0.0
58,710480631236119,http://www.facebook.com/1505574649732513,http://www.facebook.com/1505574649732513_710480631236119,07/03/2420 14:57,11.0,0.0,4.0,"Após especulações de que Madonna se apresentaria em Copacabana, no Rio de Janeiro (RJ), o colunista do jornal O Globo, Lauro Jardim, confirmou a informação e afirmou que a Rainha do Pop desembarca na cidade maravilhosa daqui a 2 meses, para um show gratuito no dia 4 de maio.

➡️ Veja as informações com a repórter Neila Guimarães.",facebook,POSITIVE,0.0
59,747370444159944,http://www.facebook.com/175145699221304,http://www.facebook.com/175145699221304_747370444159944,07/03/2420 19:55,14.0,0.0,4.0,Madonna planeja realizar um show gratuito na praia de Copacabana em maio #FolhaVitória,facebook,POSITIVE,0.0
60,835759001913534,http://www.facebook.com/126023467444040,http://www.facebook.com/126023467444040_835759001913534,07/03/2420 13:43,13.0,2.0,1.0,"Não é apenas Madonna que é capaz de arrastar multidões para Copacabana. Além do esperado suposto show, a famosa praia já recebeu Jorge Ben, Rolling Stones e outros artistas de peso. Confira. 👀 #NoArNaCBN #Madonna #Famosos #Show",facebook,POSITIVE,0.0
61,937461838026728,http://www.facebook.com/121191924595636,http://www.facebook.com/121191924595636_937461838026728,08/03/2420 00:56,14.0,2.0,5.0,"Madonna fará show gratuito em Copacabana em maio, diz colunista

Segundo o jornal O Globo, show de Madonna será dia 4 de maio em Copacabana, no Rio de Janeiro",facebook,POSITIVE,0.0
